name,answer,prompt
Lafite\006-2.png,"A person in dark - clothing with a red object behind them. The background has an orange - hued cityscape. In a vintage, poster - like style with a frontal shooting angle and a warm color atmosphere. ",a book cover.Illustrations.Basic
Lafite\006-3.png,"An orange - hued poster with text in a non - Latin script. Features a figure with a long, flowing red garment against a backdrop with architectural elements. In an abstract, vintage style, shot frontally. ",a book cover.Illustrations.Basic
Lafite\006-4.png,"A poster features a person with a large scythe - like weapon. In an orange - hued, retro - styled atmosphere, text surrounds the figure. It has a vintage, slightly grungy aesthetic with a frontal shooting angle. ",a book cover.Illustrations.Basic
Lafite\007-1.png,"A kitchen with dark - hued cabinets and countertops. Items are scattered on the counter, including fruits. In an abstract style, with a warm color atmosphere, shot from a slightly elevated angle. ",a kitchen.Indoor Scenes.Basic
Lafite\007-2.png,"A kitchen with dark - hued cabinets and a central island. There's natural light from a window, creating a warm, slightly rustic atmosphere. In an abstract - painting style, shot from a frontal angle. ",a kitchen.Indoor Scenes.Basic
Lafite\007-3.png,"A modern kitchen with dark - toned cabinets, a countertop holding fruit and jars. Light streams in from a window. In an abstract style, with warm, muted colors and a side - on shooting angle. ",a kitchen.Indoor Scenes.Basic
Lafite\007-4.png,"A cozy kitchen with dark cabinets, a bright - lit window, and a red - hued island. In an abstract style with soft edges, shot from a slightly elevated angle, warm color atmosphere, medium - quality rendering. ",a kitchen.Indoor Scenes.Basic
Lafite\008-1.png,"A landscape of autumn - hued trees under a partly cloudy sky. In realistic style, from a slightly elevated angle. Warm, earthy colors create a cozy, serene atmosphere with good visual quality. ",a fall landscape.Outdoor Scenes.Basic
Lafite\008-2.png,"A scenic autumn landscape with trees ablaze in orange and yellow hues under a partly - cloudy sky. In realistic style, shot from a slightly elevated angle, with a warm, rich color atmosphere. ",a fall landscape.Outdoor Scenes.Basic
Lafite\008-3.png,"A scenic autumn landscape with a variety of trees ablaze in orange and yellow hues. Cloud - filled sky above. Painted in a realistic style, shot from a mid - distance angle, warm color atmosphere. ",a fall landscape.Outdoor Scenes.Basic
Lafite\008-4.png,"A landscape of autumn - hued trees by a calm body of water. In a realistic, painterly style. Shot from a slightly elevated angle. Warm, muted color atmosphere, high - quality. ",a fall landscape.Outdoor Scenes.Basic
Lafite\009-1.png,"A red - hued suspension bridge spans across a body of water. Realistic style, taken from a distance with a slightly elevated angle. Soft blue sky and earthy tones create a calm color atmosphere. ",a photo of san francisco's golden gate bridge.World Knowledge.Basic
Lafite\009-2.png,"A red - hued suspension bridge spans a river under a blue sky with clouds. In realistic style, taken from a side - on angle, it has a serene, natural color atmosphere with moderate quality. ",a photo of san francisco's golden gate bridge.World Knowledge.Basic
Lafite\009-3.png,"A red - hued suspension bridge spans a body of water under a partly cloudy blue sky. Realistic style, shot from an elevated angle, with a clear, warm color atmosphere. ",a photo of san francisco's golden gate bridge.World Knowledge.Basic
Lafite\009-4.png,"A striking red bridge structure spans over water with roadways converging. In a realistic style, taken from a distance with a slightly elevated angle, under a blue - sky with soft clouds, giving a grand atmosphere. ",a photo of san francisco's golden gate bridge.World Knowledge.Basic
Lafite\010-1.png,"A giraffe with a patterned coat is grazing in a lush green field. Realistic style, shot from a slightly elevated front - on angle. Vivid green and natural tones create a serene atmosphere. ",A giraffe walking through a green grass covered field.Animals.Simple Detail
Lafite\010-2.png,"A giraffe with patterned fur stands on a lush green field, facing away. Trees are in the background. Realistic style, taken from a side - on angle, with a natural color atmosphere. ",A giraffe walking through a green grass covered field.Animals.Simple Detail
Lafite\010-3.png,"A giraffe with patterned coat bends down in a lush green field. Realistic style, taken from a frontal - lower shooting angle. Vivid green and natural color atmosphere, medium - quality. ",A giraffe walking through a green grass covered field.Animals.Simple Detail
Lafite\010-4.png,"A giraffe with patterned coat is grazing on a lush green field. In realistic style, shot from a frontal - low angle, with a natural, serene color atmosphere and moderate quality. ",A giraffe walking through a green grass covered field.Animals.Simple Detail
Lafite\011-1.png,"A woman with long, wavy brown hair, wearing a red - hued top. In a realistic style, from a frontal shooting angle. The color atmosphere is soft with a slightly muted quality. ",a woman with long hair.People.Simple Detail
Lafite\011-2.png,"A woman with long, wavy, brown - toned hair, wearing a reddish under - garment and a draped outer piece. Realistic style, shot from a front angle with a soft, muted color atmosphere. ",a woman with long hair.People.Simple Detail
Lafite\011-3.png,"A woman with long, tousled brown hair, eyes half - closed. Wearing a reddish garment. Realistic style, frontal shooting angle, with a soft, muted color atmosphere and average quality. ",a woman with long hair.People.Simple Detail
Lafite\011-4.png,"A woman with long, textured hair wearing a red - toned garment. Realistic style, frontal shooting angle. Soft, muted color atmosphere with moderate image quality. ",a woman with long hair.People.Simple Detail
Lafite\012-1.png,"A red truck on a road, with trees and power - lines in the background. In a realistic style, taken from a side - on shooting angle. Has a soft, slightly blurred color atmosphere with moderate quality. ",A red bus is driving on the road.Vehicles.Simple Detail
Lafite\012-2.png,"A red vintage - style truck is on a road. Trees and power lines are in the background. In a realistic style, shot from a side - on angle, with a warm, slightly blurred color atmosphere. ",A red bus is driving on the road.Vehicles.Simple Detail
Lafite\012-3.png,"A red, box - like vehicle is on a road with greenery and power lines in the background. In a realistic style, shot from a side angle, with a soft, slightly hazy color atmosphere and low - resolution quality. ",A red bus is driving on the road.Vehicles.Simple Detail
Lafite\012-4.png,"A red truck is on a road, slightly tilted. Trees and power - lines are in the background. In a realistic style, shot from a side angle, with a blurred, warm - toned color atmosphere. ",A red bus is driving on the road.Vehicles.Simple Detail
Lafite\013-1.png,"A plush teddy bear with a red bow on its head is sitting on a tiled surface. One arm and a leg are detached. In a realistic style, shot from a frontal - low angle, with a neutral color atmosphere. ",a teddy bear on a skateboard.Artifacts.Simple Detail
Lafite\013-2.png,"A teddy bear with a pink bow, wearing a white outfit with red accents, appears to be in mid - fall on a concrete surface. Realistic style, frontal shooting angle, with a neutral color atmosphere. ",a teddy bear on a skateboard.Artifacts.Simple Detail
Lafite\013-3.png,"A plush fox toy with a red ear - piece and white skirt is in mid - fall on a paved area. Realistic style, shot from a slightly low angle. Warm, natural color atmosphere; image has a soft focus. ",a teddy bear on a skateboard.Artifacts.Simple Detail
Lafite\013-4.png,"A well - loved, worn teddy bear is positioned upright on a skateboard. Realistic style, shot from a slightly low angle. Soft, natural colors create a nostalgic atmosphere with good image quality. ",a teddy bear on a skateboard.Artifacts.Simple Detail
Lafite\014-1.png,"A lit pumpkin lantern with a carved face emits a warm - orange glow. In realistic style, shot from a low angle. Dark background enhances the cozy, spooky color atmosphere. ",a pumpkin with a candle in it.Produce & Plants.Simple Detail
Lafite\014-2.png,"A carved pumpkin lantern emits a warm, glowing light. Realistic style with a close - up shooting angle. Dark background enhances the orange - hued, cozy and slightly spooky atmosphere. ",a pumpkin with a candle in it.Produce & Plants.Simple Detail
Lafite\014-3.png,"A half - cut, glowing orange fruit with a smooth interior sits against a dark background. In a realistic style, shot from a slight angle, with a warm, moody color atmosphere and soft focus. ",a pumpkin with a candle in it.Produce & Plants.Simple Detail
Lafite\014-4.png,"A carved pumpkin lantern with a simple face, glowing warmly. In realistic style, shot from a slightly low - angle. Dark background enhances the orange - hued, spooky yet cozy atmosphere. ",a pumpkin with a candle in it.Produce & Plants.Simple Detail
Lafite\015-1.png,"A bowl contains various food items like sliced squid and greens in a broth. In a realistic style, shot from above, with a muted, warm - toned color atmosphere and moderate quality. ",A bowl of Chicken Pho.Food & Beverage.Simple Detail
Lafite\015-2.png,"A bowl of soup with noodles, green veggies, and pieces of meat. In a realistic style, shot from above. Warm, muted color tones give a homely, appetizing quality. ",A bowl of Chicken Pho.Food & Beverage.Simple Detail
Lafite\015-3.png,"A white bowl holds a soup with noodles, shrimp, and greens. In realistic style, shot from above, with a warm - toned, appetizing color atmosphere and good image quality. ",A bowl of Chicken Pho.Food & Beverage.Simple Detail
Lafite\015-4.png,"A bowl filled with transparent noodles, slices of mushrooms, and green vegetables. In realistic style, shot from above, with a warm - toned, slightly blurry color atmosphere and average quality. ",A bowl of Chicken Pho.Food & Beverage.Simple Detail
Lafite\016-1.png,"A heart - shaped metallic object with a worn, textured surface. In a realistic style, shot from a frontal angle. Warm, earthy tones create a vintage color atmosphere with good quality. ",A heart made of chocolate.Illustrations.Simple Detail
Lafite\016-2.png,"A heart - shaped object with a worn, metallic surface showing brown and golden hues. In realistic style, shot from a front - on angle, creating a slightly nostalgic color atmosphere with good detail. ",A heart made of chocolate.Illustrations.Simple Detail
Lafite\016-3.png,"A heart - shaped object with a textured, weathered surface in earthy brown tones. Realistic style, shot from a frontal angle, creating a warm, slightly rustic color atmosphere with good detail quality. ",A heart made of chocolate.Illustrations.Simple Detail
Lafite\016-4.png,"A heart - shaped object with a textured, earthy surface in brown tones. Realistic style, shot from a frontal angle. The color atmosphere is warm and slightly muted, with good quality detail. ",A heart made of chocolate.Illustrations.Simple Detail
Lafite\017-1.png,"A distorted view of a wooden table with a reflective surface showing an outdoor scene. In an abstract - style, shot from a low angle, with a muted color atmosphere and blurry quality. ",a coffee table with a magazine on it.Indoor Scenes.Simple Detail
Lafite\017-2.png,"A wooden - like chair with a light - toned seat and backrest stands on a wooden floor. In an abstract, blurry style, shot from a slightly low angle with a warm, muted color atmosphere. ",a coffee table with a magazine on it.Indoor Scenes.Simple Detail
Lafite\017-3.png,"A wooden - like object with a smooth, white surface rests on a textured base. In an abstract style, shot from a low angle. Warm - toned, with a soft, blurred quality. ",a coffee table with a magazine on it.Indoor Scenes.Simple Detail
Lafite\017-4.png,"A distorted view of a wooden table with a surf - like object on it, books underneath, and what seems to be a cat. Abstract style, low - angle shot, with a muted and blurred color atmosphere. ",a coffee table with a magazine on it.Indoor Scenes.Simple Detail
Lafite\018-1.png,"A serene sea at sunset, with gentle waves reflecting warm hues of orange and pink. Realistic style, shot from a horizontal perspective, creating a tranquil and picturesque atmosphere. ",Sunset over the sea.Outdoor Scenes.Simple Detail
Lafite\018-2.png,"The sun sets over a calm sea, casting orange - red hues across the water and sky. In a realistic style, taken from a horizontal, eye - level angle, creating a warm, serene atmosphere. ",Sunset over the sea.Outdoor Scenes.Simple Detail
Lafite\018-3.png,"The sun sets behind a cloudy sky over a calm sea. In a realistic style, shot from a horizontal angle, warm orange - red hues create a serene and tranquil atmosphere. ",Sunset over the sea.Outdoor Scenes.Simple Detail
Lafite\018-4.png,"The sea under a sunset sky shows soft - hued clouds. The sun, a glowing orb, nears the horizon. Taken from a horizontal angle, the warm color atmosphere has a realistic, serene quality. ",Sunset over the sea.Outdoor Scenes.Simple Detail
Lafite\019-1.png,"A boat with people on board sails along a calm canal. Surrounding are buildings and trees. In a realistic style, taken from a front - on angle, with a sunny, serene color atmosphere. ",a boat in the canals of venice.World Knowledge.Simple Detail
Lafite\019-2.png,"A boat with a purple - hued hull is docked by a waterfront. Trees and an ornate building are in the background. In a realistic style, shot from a horizontal angle with a sunny, serene color atmosphere. ",a boat in the canals of venice.World Knowledge.Simple Detail
Lafite\019-3.png,"A boat floats on a calm waterway. Alongside are colorful buildings with blue - shuttered windows. In the background, trees and more structures. Realistic style, from a side - on shooting angle, with a warm, sunny color atmosphere. ",a boat in the canals of venice.World Knowledge.Simple Detail
Lafite\019-4.png,"A boat with people on it floats on a calm canal. Surrounding are buildings and trees under a clear sky. Realistic style, from a horizontal shooting - angle, with a serene color atmosphere. ",a boat in the canals of venice.World Knowledge.Simple Detail
Lafite\020-1.png,"Two dinosaur - like creatures with rough skin are on a sandy shore. Realistic style, from a side - low shooting angle. Earthy tones create a prehistoric atmosphere, high - quality detailing. ",A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope..Animals.Complex
Lafite\020-2.png,"Strange, hybrid creatures with long tails and human - like upper bodies stand on a sandy surface near water. Realistic style, low shooting angle, muted earthy color atmosphere, medium - quality. ",A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope..Animals.Complex
Lafite\020-3.png,"Two dinosaur - like creatures are in fierce combat on a textured ground. In realistic style, from a mid - level shooting angle, with a gritty, earthy color atmosphere and moderate quality. ",A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope..Animals.Complex
Lafite\020-4.png,"A surreal scene shows hybrid creatures in a struggle on a sandy terrain. In a realistic - abstract style, shot from a side angle, with a muted color atmosphere and moderate quality. ",A donkey is playing tug-of-war against an octopus. The donkey holds the rope in its mouth. A cat is jumping over the rope..Animals.Complex
Lafite\021-1.png,"An elderly woman and a young girl in colorful traditional - wear are intently looking at a book. In a realistic style, from a close - up angle, with a warm, slightly blurred color atmosphere. ",a grandmother reading a book to her grandson and granddaughter.People.Complex
Lafite\021-2.png,"Two women in colorful clothing are intently looking at an old - fashioned book. In a realistic style, from a slightly angled frontal shot, warm tones create a cozy, nostalgic atmosphere. ",a grandmother reading a book to her grandson and granddaughter.People.Complex
Lafite\021-3.png,"An elderly woman and a young girl are closely reading a book together. In a realistic style, from a slightly - angled frontal shot, with a warm, soft color atmosphere and moderate image quality. ",a grandmother reading a book to her grandson and granddaughter.People.Complex
Lafite\021-4.png,"An elderly person and a young child are closely seated, intently looking at a book. In a realistic style, shot from a side - on angle, with a warm, homey color atmosphere and average quality. ",a grandmother reading a book to her grandson and granddaughter.People.Complex
Lafite\022-1.png,"Three blue - hued robotic vehicles with intricate designs are parked on a flat surface. In a sci - fi style, shot from a slightly elevated front angle, with a clear, bright color atmosphere. ",a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. .Vehicles.Complex
Lafite\022-2.png,"Three blue, industrial - looking machines with wheels are parked on a flat surface. Realistic style, shot from a slightly elevated front - facing angle. Colors are vivid under a clear blue sky. ",a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. .Vehicles.Complex
Lafite\022-3.png,"A blue semi - truck with its cab and trailer parts visible on a road. In an abstract style with a blue - dominated color atmosphere, shot from a side - on angle, and has a textured, artistic quality. ",a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. .Vehicles.Complex
Lafite\022-4.png,"Several blue - toned vehicles and machinery are parked on a flat surface. In an abstract style with a slightly tilted shooting angle, colors are vivid, creating a textured, dreamy atmosphere. ",a blue semi-truck and its trailer jumping over a row of motorcycles. there are metal ramps on either side of the motorcycles. .Vehicles.Complex
Lafite\023-1.png,"A cat wearing a hat, with a collage - like appearance, sitting and holding a kitten. In an abstract style, shot front - on, with a muted, artistic color atmosphere and moderate quality. ",a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese.Artifacts.Complex
Lafite\023-2.png,"A stylized composition features a cat - like figure wearing a hat and bow, with other animal - like forms interacting below. In an abstract style, shot front - on with a muted, textured color atmosphere. ",a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese.Artifacts.Complex
Lafite\023-3.png,"A stylized cat wearing a hat with a red bow, standing over a duck - like figure. Abstract style with a mix of textures and colors, shot from a frontal angle, creating a quirky atmosphere. ",a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese.Artifacts.Complex
Lafite\023-4.png,"Two cats with a stylized appearance; one wears a hat with bows. In an abstract - like style, with a shooting angle that's frontal. Colors are muted with a vintage - quality atmosphere. ",a propaganda poster depicting a cat dressed as french emperor napoleon holding a piece of cheese.Artifacts.Complex
Lafite\024-1.png,"A tree's reflection is seen on a car's blue, wavy surface, with sky and clouds also mirrored. In a realistic style, from a low - angled shot, the image has a cool color atmosphere. ",a tree reflected in the sunroof of a blue car.Produce & Plants.Complex
Lafite\024-2.png,"A large tree's reflection is seen in a car's curved, cracked windshield under a blue - sky. Realistic style, low shooting angle, with a cool blue color atmosphere and good quality. ",a tree reflected in the sunroof of a blue car.Produce & Plants.Complex
Lafite\024-3.png,"A distorted reflection shows a tree with branches against a blue sky, and a rocky - like formation below. In a realistic style, shot from a low, angled perspective with a cool color atmosphere. ",a tree reflected in the sunroof of a blue car.Produce & Plants.Complex
Lafite\024-4.png,"A tree's reflection on a cracked, curved surface under a blue - sky. Realistic style, from a low shooting angle. Cool color atmosphere with high - quality details. ",a tree reflected in the sunroof of a blue car.Produce & Plants.Complex
Lafite\025-1.png,"Two glasses contain yellow - hued substances with pineapple tops. Realistic style, shot from a side angle, with a warm, slightly blurry color atmosphere and moderate image quality. ",a pineapple with one beer to its left and two beers on its right.Food & Beverage.Complex
Lafite\025-2.png,"Two yellow - hued glass objects with green 'growths' resembling plants. In a realistic style, shot from a front - on angle. Soft, warm color atmosphere, with good visual quality. ",a pineapple with one beer to its left and two beers on its right.Food & Beverage.Complex
Lafite\025-3.png,"Two yellow - hued plant specimens in glass containers. Realistic style, shot from a slight side angle. Soft, muted color atmosphere with moderate image quality. ",a pineapple with one beer to its left and two beers on its right.Food & Beverage.Complex
Lafite\025-4.png,"Two golden - yellow, hand - shaped containers hold green plant growths. In a realistic style, shot from a frontal angle, with a neutral color atmosphere and moderate quality. ",a pineapple with one beer to its left and two beers on its right.Food & Beverage.Complex
Lafite\026-1.png,"Nine circular, cartoon - like faces in red and yellow hues are arranged in a grid. In an anime - style with bold colors and simple shapes, shot from a front - on, flat angle. ","A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats..Illustrations.Complex"
Lafite\026-2.png,"Nine stylized, colorful emoji - like faces in red and yellow hues. In an anime - style with a flat, frontal shooting angle, creating a vibrant and playful color atmosphere. ","A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats..Illustrations.Complex"
Lafite\026-3.png,"Nine circular, cartoon - like faces with red and yellow hues show different expressions. In an anime - style, shot from a flat angle, with a vivid and colorful atmosphere. ","A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats..Illustrations.Complex"
Lafite\026-4.png,"Nine circular, colorful emoji - like shapes with expressive faces in an abstract style. Shot from a flat, frontal angle, with a vibrant color atmosphere and moderate quality. ","A set of 2x2 emoji icons with happy, angry, surprised and sobbing faces. The emoji icons look like colorful macarons. All of the macarons are wearing cowboy hats..Illustrations.Complex"
Lafite\027-1.png,"A cozy living - room scene with a plush sofa adorned with colorful pillows. A large flower arrangement sits beside it. Painted in an impressionistic style, soft light from windows creates a warm, inviting atmosphere. ",A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table.Indoor Scenes.Complex
Lafite\027-2.png,"A cozy living room with a wooden table holding sunflowers. Three cats lounge on the table. Soft - lit by windows with curtains, in an abstract - like, warm - toned style, from a frontal angle. ",A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table.Indoor Scenes.Complex
Lafite\027-3.png,"A cozy living room with a brown sofa adorned with cushions. A dog lies on the sofa. There's a large painting on the wall, windows with light streaming in, in a realistic - style, warm - toned scene. ",A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table.Indoor Scenes.Complex
Lafite\027-4.png,"A cozy living room with brown sofas, colorful pillows, and a large painting on the wall. Two dogs lounge on a sofa. Realistic style, wide - angle shot, warm color atmosphere, moderate quality. ",A cozy living room with a painting of a corgi on the wall above a couch and a round coffee table in front of a couch and a vase of flowers on a coffee table.Indoor Scenes.Complex
Lafite\028-1.png,"A serene lake reflects trees and a partly - cloudy sky. Realistic style, taken from a horizontal angle. Cool blue tones create a calm, high - quality natural atmosphere. ",Snow mountain and tree reflection in the lake.Outdoor Scenes.Complex
Lafite\028-2.png,"A serene lake reflects snow - capped mountains and a partly cloudy sky. A solitary tree stands in the water. Realistic style, wide - angle shot, with a calm blue and green color atmosphere. ",Snow mountain and tree reflection in the lake.Outdoor Scenes.Complex
Lafite\028-3.png,"Snow - capped mountains and trees by a serene lake reflect in the clear water. Realistic style, wide - angle shooting, with a bright blue and white color atmosphere of high quality. ",Snow mountain and tree reflection in the lake.Outdoor Scenes.Complex
Lafite\028-4.png,"Tall trees stand by a serene lake reflecting clouds and sky. In a realistic style, taken from a horizontal mid - angle, with a clear, cool color atmosphere and good quality. ",Snow mountain and tree reflection in the lake.Outdoor Scenes.Complex
Lafite\029-1.png,"A futuristic scene with a tall, illuminated structure emitting light rays against a star - filled blue sky. Abstract style, from a slightly upward shooting angle, with a cool - warm color contrast. ","An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu.World Knowledge.Complex"
Lafite\029-2.png,"A cityscape at night with a prominent tower emitting light rays against a star - filled blue sky. Abstract style with vibrant blues and yellows, shot from a slightly elevated angle. ","An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu.World Knowledge.Complex"
Lafite\029-3.png,"Abstract - style depiction of a cityscape with a tall tower. Lines and shapes in blue and yellow create a dynamic scene. Taken from a mid - height angle with a vivid, energetic color atmosphere. ","An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu.World Knowledge.Complex"
Lafite\029-4.png,"Abstract style image shows a blue - toned night sky with star - like patterns above a structure. Yellow shapes are in the foreground. Shot from a slightly elevated angle, creating a dreamy atmosphere. ","An anime illustration of Sydney Opera House sitting next to Eiffel tower, under a blue night sky of roiling energy, exploding yellow stars, and radiating swirls of blu.World Knowledge.Complex"
Lafite\030-1.png,"A close - up of a silver, mechanical - looking creature with yellow wires, set against a starry blue background. In sci - fi style, from a frontal shooting angle, with a cool color atmosphere. ",a dolphin in an astronaut suit on saturn.Animals.Fine-grained Detail
Lafite\030-2.png,"A robotic - looking insect with metallic parts, set against a star - filled blue backdrop. In an abstract - sci - fi style, shot from a frontal angle with a dynamic color atmosphere. ",a dolphin in an astronaut suit on saturn.Animals.Fine-grained Detail
Lafite\030-3.png,"A surreal, abstract - styled creature with large eyes floats against a star - speckled blue backdrop. Shot from a slightly angled perspective, colors are vivid with a dreamy quality. ",a dolphin in an astronaut suit on saturn.Animals.Fine-grained Detail
Lafite\030-4.png,"A surreal, abstract - style creature with large eyes floats in a star - filled, deep blue space. The shooting angle is frontal, and the colors create a dreamy, otherworldly atmosphere. ",a dolphin in an astronaut suit on saturn.Animals.Fine-grained Detail
Lafite\031-1.png,"Children read books at tables in a library with colorful, tall bookshelves. In an abstract - style, taken from a frontal angle, with a vivid and blurred color atmosphere. ",a library filled with kids reading books.People.Fine-grained Detail
Lafite\031-2.png,"Children are seated in a colorful library, reading books. In an abstract - style, with a warm color palette. Shot from a slightly elevated angle, giving a cozy and artistic atmosphere. ",a library filled with kids reading books.People.Fine-grained Detail
Lafite\031-3.png,"Children are absorbed in reading in a library filled with colorful bookshelves. In an abstract - style rendering, a side - on angle creates a vibrant, dreamy color atmosphere. ",a library filled with kids reading books.People.Fine-grained Detail
Lafite\031-4.png,"Children are intently reading in a library with vibrant - colored bookshelves filled with numerous books. In a realistic style, from a mid - level shooting angle, with a warm, studious color atmosphere. ",a library filled with kids reading books.People.Fine-grained Detail
Lafite\032-1.png,"A white, futuristic - looking catamaran glides on a clear blue sea under a bright sky. Realistic style, shot from a distance with a serene, light - filled color atmosphere. ",a large white yacht in a calm bay on a sunny day.Vehicles.Fine-grained Detail
Lafite\032-2.png,"A sleek white yacht glides on blue waters under a clear sky. Realistic style, shot from a side - on angle. Light and airy color atmosphere with good image quality. ",a large white yacht in a calm bay on a sunny day.Vehicles.Fine-grained Detail
Lafite\032-3.png,"A sleek white yacht sails on a calm blue sea under a clear sky. Realistic style, shot from a side - on angle, with a serene blue - toned color atmosphere and decent quality. ",a large white yacht in a calm bay on a sunny day.Vehicles.Fine-grained Detail
Lafite\032-4.png,"A white luxury yacht sails on a clear blue sea under a light - blue sky. Realistic style, taken from a side - on shooting angle, with a calm and serene color atmosphere. ",a large white yacht in a calm bay on a sunny day.Vehicles.Fine-grained Detail
Lafite\033-1.png,"A purple - hued, fantastical structure with various shapes and a round element, surrounded by greenery. In an anime - style with a soft, dreamy color atmosphere, shot from a frontal angle. ",purple lego dollhouse with a pool and a swing.Artifacts.Fine-grained Detail
Lafite\033-2.png,"A purple - hued boat on water, with some greenery and structures in the background. In an abstract style, shot from a slight angle, with a soft, dreamy color atmosphere and low - to - medium quality. ",purple lego dollhouse with a pool and a swing.Artifacts.Fine-grained Detail
Lafite\033-3.png,"A purple - hued houseboat on water, with greenery in the background. In anime style, from a slightly elevated front - facing angle, featuring a soft, colorful and dreamy atmosphere. ",purple lego dollhouse with a pool and a swing.Artifacts.Fine-grained Detail
Lafite\033-4.png,"A purple - hued boat with an open cabin floats on a blue - green water. Lush greenery is in the background. In anime style, from a slightly angled front view, with a vibrant color atmosphere. ",purple lego dollhouse with a pool and a swing.Artifacts.Fine-grained Detail
Lafite\034-1.png,"A lush tree with dense green leaves stands in a grassy area. There are also other plants around. In a realistic style, shot from a slight angle, with a bright, natural color atmosphere. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Lafite\034-2.png,"A lush garden scene with a tree bearing fruits. On a tree - stump lies a large green fruit. In abstract style, shot from a slight angle, with a vibrant, colorful atmosphere and soft - edged quality. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Lafite\034-3.png,"A lush tree with dense green foliage stands in a grassy yard. Beneath it, a wooden stump holds green fruits. In a realistic style, shot from a slightly elevated angle, with a fresh, verdant color atmosphere. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Lafite\034-4.png,"A lush garden scene with a tree bearing fruits, a barrel filled with produce on grass. In an impressionistic - like style, shot from a slightly elevated angle, with a warm, verdant color atmosphere. ",a small garden with an apple tree behind it.Produce & Plants.Fine-grained Detail
Lafite\035-1.png,"A close - up of a red fruit slice with white rind and green top, being cut. Realistic style, shot from a slightly angled perspective. Colors are vivid, image has a soft focus quality. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Lafite\035-2.png,"A strawberry - filled ice pop with red pulp encased in clear ice. Realistic style, close - up shooting angle. Warm, inviting color atmosphere, good image quality. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Lafite\035-3.png,"A close - up of a red object with white and green elements around it, in a realistic style. Shot from a slightly angled perspective, with a blurred background creating a soft color atmosphere and moderate image quality. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Lafite\035-4.png,"A close - up of a transparent object with a vivid red filling, likely a food item. In realistic style, from a slightly angled shooting angle, with a neutral color atmosphere and moderate image quality. ",a bloody mary cocktail next to a napkin.Food & Beverage.Fine-grained Detail
Lafite\036-1.png,"A cute dog wearing a cap drives a red vintage - style car. In an anime - like, watercolor style, shot from a frontal angle, with a bright, cheerful color atmosphere. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Lafite\036-2.png,"A cheerful golden - haired dog sits in a red toy car. In an anime - style illustration, shot from a frontal angle, with a bright, colorful atmosphere and smooth lines. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Lafite\036-3.png,"A cute dog wearing a red cap drives a vintage - styled red car. In an anime - style with soft colors, under a blue sky with clouds, shot from a frontal angle. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Lafite\036-4.png,"A light - furred dog wearing a cap rides in a red truck. In an anime - style illustration with a clear, bright blue sky background, shot from a frontal angle with vivid colors. ",a kids' book cover with an illustration of white dog driving a red pickup truck.Illustrations.Fine-grained Detail
Lafite\037-1.png,"A modern kitchen with light - toned cabinets and countertops. There are various kitchen items on the counter. In a realistic style, shot from a slightly elevated angle, with a warm, soft color atmosphere. ",A bare kitchen has wood cabinets and white appliances.Indoor Scenes.Fine-grained Detail
